大項目	中項目	小項目	Prompt
キャラクター	ソードアート・オンライン	ユウキ	yuuki_\(sao\), sword art online, purple hair, red hairband, ahoge, purple armor, purple detached_sleeves, long hair, bare shoulder
キャラクター	ソードアート・オンライン	リーファ	{{{{leafa (sao)}}}}
キャラクター	ソードアート・オンライン	桐ヶ谷 直葉	{{{{kirigaya_suguha(sao)}}}}
キャラクター	ソードアート・オンライン	桐ケ谷直葉	kirigaya suguha, sword art online, black hair, school uniform,gray collared_shirt, navy blue skirt, dark green eyes, yellow-green neck ribbon, large breasts
キャラクター	ソードアート・オンライン	篠崎 里香	{{{{lisbeth_(sao)}}}}
キャラクター	ソードアート・オンライン	朝田詩乃	sword art online, {{{{{asada_shino, }}}}}, , {{black hair}}, brown eyes, glasses, short hair with long locks, school uniform, black scarf, [sinon]
キャラクター	ダンガンロンパ	赤松楓	akamatsu_kaede, danganronpa (series),danganronpa v3: killing harmony, ahoge,blonde hair ,brown skirt, collared shirt,long hair,musical note hair ornament,pink eyes ,{{{{{pink vest}}}}},red necktie
キャラクター	ダンガンロンパ	朝日奈葵	asahina aoi, danganronpa: trigger happy havoc, danganronpa (series),blue eyes,brown hair,cleavage,dark-skinned female, {{dark skin}}, red jacket, open jacket, ponytail,grin,
キャラクター	ダンガンロンパ	朝日奈葵(水着)	asahina aoi, danganronpa: trigger happy havoc, danganronpa (series),blue eyes,brown hair,cleavage,dark-skinned female, {{dark skin}},blue competition swimsuit, ponytail,grin,
キャラクター	ダンガンロンパ	霧切響子	kirigiri_kyouko, small breasts, black gloves ,black jacket
キャラクター	チェンソーマン	パワー	Magical cock,mana light,girl,power (chainsaw man),straight red demon horns, blonde rong hair, red eyes,skin_fang,ring eyes,{survival blue jacket}, {black pants}, {white shirt},necktie, ,looking at viewer,{{{{chainsaw man }}}}, masterpiece,best quality,detailed CG unity 8k wallpaper,{{{{tie}}}}, {{{{ringed eyes}}}}, straight-on,{{Fujimoto Tatsuki}}
キャラクター	チェンソーマン	マキマ	{{{{chainsaw man }}}}, {{makima}}, masterpiece,best quality,detailed CG unity 8k wallpaper,side braid, black {{{{skinny suit pants}}}}, black blazer,black {{{{tie}}}}, {{{{ringed eyes}}}}, straight-on,{{Fujimoto Tatsuki}},arms behind back,,dark, expressionless{{{{smile}}}}, red hair, brown eyes,blunt bangs, white{{suit}}, short hair
キャラクター	チェンソーマン	マキマ	red hier, [pink hair], side hair short, very thin side hair, fine hair, hair is weist length, one curl hair, long thin single braid, , [evil smil], {teasing smile}, {expressionless}, bewitching, white shirt, black pants, tie, shirt in pants, she is thin, tall
キャラクター	チェンソーマン	東山コベニ	[[chainsaw man]], black hair, black eyes, short hair, low ponytail, {{{single sidelock}}}, {troubled eyebrows}, suit, red hairclip, black necktie, collared shirt, pants, small breasts, white shirt, cowboy shot, looking at viewer, open mouth, anguish, [sweat]
キャラクター	デリシャスパーティ♡プリキュア	キュアスパイシー	cure spicy, fuwa kokone, delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	キュアフィナーレ	cure finale, kasai amane, delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	キュアプレシャス	cure precious, nagomi yui,delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	キュアヤムヤム	cure yum-yum, hanamichi ran, delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	華満らん	hanamichi ran (precure),delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	菓彩あまね	kasai amane (precure),delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	芙羽ここね	fuwa kokone (precure),delicious party precure
キャラクター	デリシャスパーティ♡プリキュア	和実ゆい	nagomi yui (precure),delicious party precure
キャラクター	とあるシリーズ	インデックス	{{{{index_(toaru_majutsu_no_index)}}}}
キャラクター	とあるシリーズ	ラストオーダー	{{{{last_order_(toaru_majutsu_no_index)}}}}
キャラクター	とあるシリーズ	佐天涙子	{{{{saten_ruiko}}}}
キャラクター	とあるシリーズ	初春飾利	{{{{uiharu_kazari (toaru_majutsu_no_index)}}}}
キャラクター	とあるシリーズ	上条当麻	{{{{kamijou_touma (toaru_majutsu_no_index)}}}},boy
キャラクター	とある科学の超電磁砲	御坂美琴	misaka_mikoto
キャラクター	とある科学の超電磁砲	食蜂操祈	{{{{shokuhou misaki}}}}, {{toaru majutsu no index}}, yellow hair, long messy hair, yellow eyes with shining pupils, white gloves, big breasts, school uniform
キャラクター	とある科学の超電磁砲	打ち止め	{{{{last order}}}}, {{toaru majutsu no index}}, loli, child, infant, preteen, toddler, brown hair, short messy hair, ahoge, dark brown eyes, flat chest, smile, cyan polka dot dress
キャラクター	とある科学の超電磁砲	白井黒子	{{{{Shirai Kuroko}}}}, {{toaru majutsu no index}}, brown hair, curly twintails, dark brown eyes, small breasts, school uniform
キャラクター	トゥハート	セリオ	{{{{serio (to heart)}}}, large breasts
キャラクター	トゥハート	マルチ	{{{{multi (to heart)}}},hmx-12,green hair,short hair,loli,flat chest,school uniform
キャラクター	トゥハート	宮内レミィ	{{{{miyauchi lemmy (to heart)}}},long hair,large breasts,school uniform
キャラクター	トゥハート	松原葵	{{{{matsubara aoi (to heart)}}},short hair,small breasts,school uniform
キャラクター	トゥハート	神岸あかり	{{{{kamigishi akari (to heart)}}},medium hair, small breasts,school uniform,tareme
キャラクター	トゥハート	保科智子	{{{{hoshina tomoko (to heart)}}}, large breasts, grasses,
キャラクター	トゥハート	来栖川綾香	{{{{kurusugawa ayaka (to heart)}}},long hair,large breasts,school uniform,tsurime
キャラクター	トゥハート	来栖川芹香	{{{{kurusugawa serika (to heart)}}},long hair,large breasts,school uniform,magic hat,tareme,ear
キャラクター	トゥハート2	ルーシー・マリア・ミソラ	{{{{lucy_maria_misora (to_heart_(series))}}}}
キャラクター	トゥハート2	向坂環	{{{{kousaka_tamaki (to_heart_(series))}}}}
キャラクター	トゥハート2	笹森花梨	{{{{sasamori_karin (to_heart_(series))}}}}
キャラクター	トゥハート2	十波由真	{{{{tonami_yuma (to_heart_(series))}}}}
キャラクター	トゥハート2	小牧愛佳	{{{{komaki_manaka (to_heart_(series))}}}}
キャラクター	トゥハート2	姫百合珊瑚	{{{{himeyuri_sango (to_heart_(series))}}}}
キャラクター	トゥハート2	姫百合瑠璃	{{{{himeyuri_ruri (to_heart_(series))}}}}
キャラクター	トゥハート2	柚原このみ	{{{{yuzuhara_konomi (to_heart_(series))}}}},black hair
キャラクター	ドキドキ! プリキュア	アギリ	aguri (precure)
キャラクター	ドキドキ! プリキュア	キュアエース	cure ace (precure)
キャラクター	ドキドキ! プリキュア	キュアソード	cure sword (precure)
キャラクター	ドキドキ! プリキュア	キュアダイヤモンド	cure diamond (precure)
キャラクター	ドキドキ! プリキュア	キュアハート	cure heart (precure)
キャラクター	ドキドキ! プリキュア	キュアロゼッタ	cure rosetta (precure)
キャラクター	ドキドキ! プリキュア	剣崎真琴	kenzaki makoto (precure)
キャラクター	ドキドキ! プリキュア	四葉ありす	yotsuba alice (precure)
キャラクター	ドキドキ! プリキュア	相田マナ	aida mana (precure)
キャラクター	ドキドキ! プリキュア	菱川六花	hishikawa rikka (precure)
キャラクター	トロピカル～ジュ! プリキュア	キュアコーラル	cure coral (precure)
キャラクター	トロピカル～ジュ! プリキュア	キュアサマー	cure summer (precure)
キャラクター	トロピカル～ジュ! プリキュア	キュアパパイヤ	cure papaya (precure)
キャラクター	トロピカル～ジュ! プリキュア	キュアフラミンゴ	cure flamingo (precure)
キャラクター	トロピカル～ジュ! プリキュア	キュアラメール	cure la mer (precure)
キャラクター	トロピカル～ジュ! プリキュア	ローラ	laura (precure)
キャラクター	トロピカル～ジュ! プリキュア	一ノ瀬みのり	ichinose minori (precure)
キャラクター	トロピカル～ジュ! プリキュア	夏海まなつ	natsuumi manatsu (precure)
キャラクター	トロピカル～ジュ! プリキュア	桜井あすか	sakurai asuka (precure)
キャラクター	トロピカル～ジュ! プリキュア	水咲すみれ	mizusaki sango (precure)
キャラクター	ナースウィッチ小麦ちゃんマジカルて	国分寺こより	{{{{kokubunji koyori (nurse witch komugi-chanI)}}}},loli
キャラクター	ナースウィッチ小麦ちゃんマジカルて	中原小麦	{{{{nakahara komugi (nurse witch komugi-chanI)}}}},loli
キャラクター	にじさんじ	サロメ	hyakumantenbara salome ,argyle legwear,light purple hair ,red dress ,drill hair ,purple eyes,black hairband ,black ribbon
キャラクター	にじさんじ	星川サラ	hoshikawa sara
キャラクター	にじさんじ	静凛	{{shizuka rin}}, {navy hair},yellow eyes,blazer suit,short hair, {{{purple}}} bow,pleated skirt,stockings,sweater
キャラクター	にじさんじ	夜見レナ	yorumi rena
キャラクター	ノーゲーム・ノーライフ	ジブリール	{{{{{no game no life,jibril (no game no life)}}}}},white china dress,elbow gloves
キャラクター	ノーゲーム・ノーライフ	白	{{{{{no game no life,shiro (no game no life),white hair}}}}},
キャラクター	のんのんびより	宮内れんげ	{{{{miyauchi renge (non non biyori)}}}},loli
キャラクター	ハートキャッチプリキュア!	キュアサンシャイン	cure sunshine (precure)
キャラクター	ハートキャッチプリキュア!	キュアブロッサム	cure blossom (precure)
キャラクター	ハートキャッチプリキュア!	キュアマリン	cure marine (precure)
キャラクター	ハートキャッチプリキュア!	キュアムーンライト	cure moonlight (precure)
キャラクター	ハートキャッチプリキュア!	花咲つぼみ	hanasaki tsubomi (precure)
キャラクター	ハートキャッチプリキュア!	栗原えりか	kurumi erika (precure)
キャラクター	ハートキャッチプリキュア!	月影ゆり	tsukikage yuri (precure)
キャラクター	ハートキャッチプリキュア!	明堂院いつき	myoudouin itsuki (precure)
キャラクター	ハピネスチャージプリキュア!	キュアハニー	cure honey (precure)
キャラクター	ハピネスチャージプリキュア!	キュアフォーチュン	cure fortune (precure)
キャラクター	ハピネスチャージプリキュア!	キュアプリンセス	cure princess (precure)
キャラクター	ハピネスチャージプリキュア!	キュアラブリー	cure lovely (precure)
キャラクター	ハピネスチャージプリキュア!	愛乃めぐみ	aino megumi (precure)
キャラクター	ハピネスチャージプリキュア!	大森ゆうこ	omori yuko (precure)
キャラクター	ハピネスチャージプリキュア!	白雪ひめ	shirayuki hime (precure)
キャラクター	ハピネスチャージプリキュア!	氷川いおな	hikawa iona (precure)
キャラクター	ハヤテのごとく！	桂ヒナギク	{{{{katsura hinagiku}}}}, hayate no gotoku!, pink long hair, diagonal bangs, yellow eyes, tareme, small breasts, school uniform
キャラクター	ハヤテのごとく！	三千院ナギ	{hayate no gotoku!}, {{sanzen'in nagi}},gold hair,green eyes,twintails,hoodie,t-shirt, hotpants, open clothes, palace
キャラクター	ヒーリングっど プリキュア	アスミ	asumi (precure)
キャラクター	ヒーリングっど プリキュア	キュアアース	cure earth (precure)
キャラクター	ヒーリングっど プリキュア	キュアグレース	cure grace (precure)
キャラクター	ヒーリングっど プリキュア	キュアスパークル	cure sparkle (precure)
キャラクター	ヒーリングっど プリキュア	キュアフォンテーヌ	cure fontaine (precure)
キャラクター	ヒーリングっど プリキュア	花寺のどか	hanadera nodoka (precure)
キャラクター	ヒーリングっど プリキュア	沢泉ちゆ	sawaizumi chiyu (precure)
キャラクター	ヒーリングっど プリキュア	平光ひなた	hiramitsu hinata (precure)
キャラクター	ひぐらしのなく頃に	園崎詩音	sonozaki shion,higurashi no naku koro ni
キャラクター	ひぐらしのなく頃に	園崎魅音	sonozaki mion,higurashi no naku koro ni
キャラクター	ひぐらしのなく頃に	古手梨花	furude rika,higurashi no naku koro ni
キャラクター	ひぐらしのなく頃に	北条沙都子	hojo satoko,higurashi no naku koro ni
キャラクター	ひぐらしのなく頃に	竜宮レナ	ryuugu rena,higurashi no naku koro ni
キャラクター	ひだまりスケッチ	なずな	{{{{nazuna_(hidamari_sketch)}}}}
キャラクター	ひだまりスケッチ	のり	{{{{nori_(hidamari_sketch)}}}}
キャラクター	ひだまりスケッチ	ヒロ	{{{{hiro_(hidamari_sketch)}}}}
キャラクター	ひだまりスケッチ	ゆの	{yuno_(hidamari_sketch),hidamari_sketch},[game cg],brown eyes, brown hair,frizzy hair, x hair ornament,school uniform, red pinafore dress,dress shirt, red skirt, loli face
キャラクター	ひだまりスケッチ	宮子	{{{{miyako (hidamari_sketch)}}}}
キャラクター	ひだまりスケッチ	沙英	{{{{sae_(hidamari_sketch)}}}}
キャラクター	ひろがるスカイ！プリキュア	キュアウィング	{{{cure_wing}}},{{{{yuunagi_tsubasa}}}},precure,{{{boy}}}
キャラクター	ひろがるスカイ！プリキュア	キュアスカイ	{{{cure_sky}}},{{{{sora_harewataru}}}},precure
キャラクター	ひろがるスカイ！プリキュア	キュアバタフライ	{{{cure_butterfly}}},{{{{hijiri_ageha}}}},precure
キャラクター	ひろがるスカイ！プリキュア	キュアプリズム	{{{cure_butterfly}}},{{{{nijigaoka_mashiro}}}},precure
